tx_hash,block_time,wallet,blockchain,from_address,to_address,value_wei,value_native,gas_used,gas_price,action,transaction_type,token_address,token_symbol,token_name,value_raw,decimals,amount
0x032bbac3eab7f7ce2815f9b331e577c175192c4ea051622adf04e1feeb6b6df8,2023-07-18 21:15:19+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xd152f549545093347a162dce210e7293f1452150,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x3a2203a131db5c038a1140690c84912fa6971316,ARKM,Arkham,1000000000000000000000000,18,1000000.0
0x167de07d03298472b55a0f50e969574cae278cedbca67ed7b552f108b2b8795c,2023-07-24 12:58:26+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xffa52bbe51c5c230b90f9be2d71019ee46f26884,X,XToken,1000000000000000000000000000,18,1000000000.0
0x16fb5abeaef068706aa0f94177be75c8e038656525736c94f9f6b7c009d57424,2023-07-24 12:58:52+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x28c6c06298d514db089934071355e5743bf21d60,0x9dd5f9338198567e8038ee5894ed6f76e467e254,,,,,erc20_transfer,withdrawal,0xffa52bbe51c5c230b90f9be2d71019ee46f26884,X,XToken,1000000000000,18,1e-06
0x7d5a0090b7702a867dcc7e9ddc9be59186adb7127f8852f8f6f3d56eac9cc52a,2023-08-07 16:51:46+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xd8ae1b275a4514bdb4580c3ce2a8712e04072b68,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xcd63f4a317664cbc35c4d76cbfccff13f329481d,PYT,Paypal Token,52435017958062006815231504,18,52435017.95806201
0x0fb3f490bef56f5edce74c66a0c75a7b1ac2429d39cd1f9f7f65cb5503579d7a,2023-08-09 23:31:01+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,polygon,0x51d39486798ad7aa54929d37ff82c4dba153ea26,0x28c6c06298d514db089934071355e5743bf21d60,20000000000000000,0.02,,87606862900,native_transfer,deposit,,,,,,
0x53683c15345633230d397c44eb189bc9f58f3cb8f1c4298b7f359757c3104b26,2023-09-09 11:38:51+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xf7f018b6dc9739e932158636da4b2f8e460ff7ec,0x28c6c06298d514db089934071355e5743bf21d60,6292007800000000,0.0062920078,,100000000,native_transfer,deposit,,,,,,
0x6ddc5adfb5a72b2d8d99469ec90fde4ca6cafedbe8b643028445644f904f7dab,2023-09-21 08:42:33+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0xf977814e90da44bfa03b6295a0616a897441acec,0x28c6c06298d514db089934071355e5743bf21d60,6000000000000000000000,6000.0,,63645501,native_transfer,deposit,,,,,,
0x9c36469e405dd8a9850fe71119a8b0632fffee3264f879b58fe1e405ddbe1f9e,2023-10-23 04:22:19+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0x28c6c06298d514db089934071355e5743bf21d60,0xf977814e90da44bfa03b6295a0616a897441acec,5999999010000000000000,5999.99901,,267563492,native_transfer,withdrawal,,,,,,
0x8e0eb16f34f9cebed27d40b5f213ff0e2e37b5d1bef965313eb7580062698805,2023-10-23 12:23:45+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x02af43c7ce861eef04931cf4ac6fd5b54a6f3f4b,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x51bb3bd1c341dee781e10c96546e2c47549e2f60,AIWIFE,ELON AI WIFE,50000000000000000000000000000,18,49999999999.99999
0x062a919a31e5c442d8d0a1d600594d57021daefede122104d354528ed2d33f1b,2023-10-28 18:36:40+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x8b9fc58ed5e25bce46c1fe0f2b02494f174992c7,,,0,,0.0
0xebe0c789b3723cbfd4006e36196560806effd5075afdd3bb17bdc35f221d878c,2023-10-28 18:37:33+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xd97905baed4510a004fc22eb917abb9723b758da,,,1,,0.0
0xaca718e344bdbbfa07aa58c43e30495b970d323fdb5e272d7675f927e5972989,2023-10-28 18:40:09+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x9fe8b1ccdb267e0fa32b29e650d3c57cd3e71d7c,,,0,,0.0
0x793a49801b3263c88983928b6d95f0be8f7272e585a9d44a9c1133c36c30e74e,2023-10-28 18:42:00+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xe20571ad644bf00c6230ea688b1f480ca78b5215,,,0,,0.0
0xd9658e083824fef21f9f0f16db2b60412431bdbc8181636f49aeeaf3f58b3941,2023-10-28 18:47:37+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xfc012d803d54d66e7ebb51e508f6a346542c8a18,,,0,,0.0
0x11636e5c06abf6e5c797b707eb2956faa7f0cb12a2673e25d45cc0ca10e02402,2023-10-28 18:49:26+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x44a2e45cb4c5f749d195a90cf5fc077f21053a7d,,,0,,0.0
0x470bbce340fdd6286c37d250159e03f7f1b8004b0bf62ea307a53c2bb0dc6131,2023-10-28 18:51:07+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x8c2c6256f2cafcbce6f42c4724c134627d48a08c,,,0,,0.0
0xf2ed33162bf7b6a0e8648ffccaf3cb2cbabf73ca7e168ca010ba6b8ea6383a9c,2023-10-28 18:56:42+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x3fb29043222dc3dab2d28dd2871ccc86c25fee30,,,1,,0.0
0x70ed0a18678a9f506e38f583bf7cfa84cfbd405846a51359bad7726fc119ddfc,2023-10-28 18:57:33+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x24d262a6ad3f4c2f44ca5bf65b57210bfad5c96d,,,1,,0.0
0x70ed0a18678a9f506e38f583bf7cfa84cfbd405846a51359bad7726fc119ddfc,2023-10-28 18:57:33+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x24d262a6ad3f4c2f44ca5bf65b57210bfad5c96d,,,2,,0.0
0xf64e8f72bb31432d58f60ed4d5fbfa8039a128d0d349e6439a2f855191a2cdf6,2023-10-31 15:52:39+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xa6c9691d0dad7cdfbb155b20e338d40f28e8b902,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,Tether USD,20640044,6,20.640044
0xd07ab41bcc76c25ba5e469a60130a12b2a9bc1a2db30e0f64959933174243eb2,2023-11-03 21:29:35+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xd152f549545093347a162dce210e7293f1452150,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xc8917f8591a2679683b3bdd14b85e59775149b74,MEME,Memecoin,696969000000000,9,696969.0
0xf617bc02cb6d952ab595f9beef01160ca5eb7946e4d63c7dff42aae2e7f750d2,2023-11-05 17:48:19+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x465056e94010554aaf8b933486176e6ab86923c4,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xe492e012afc2a04f8fc1f13fb1ab1a8d44270f99,POC,President of Cryptocurrency,100000000000000,9,100000.0
0xd4bdc5b78f9e8eb354414f4a6ebbb61cab3d3c4e075956fde51d34e12a9c7586,2023-11-27 14:09:31+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x549538e6c86b9ad74574b9fee6d540da7d752c2c,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xe4177c1400a8eee1799835dcde2489c6f0d5d616,CRAZYRABBIT,CRAZYRABBIT,1500000000000000000,18,1.5
0xf57b99fd44c3fc660bc635996d2fa0711ae1aa6586465b77722d91151f6c48c7,2023-11-28 13:25:10+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x549538e6c86b9ad74574b9fee6d540da7d752c2c,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xe4177c1400a8eee1799835dcde2489c6f0d5d616,CRAZYRABBIT,CRAZYRABBIT,1500000000000000000,18,1.5
0x8de20f4ee66b59ae90cef7cd597d0700b0617cc9651e77537424b1147acbe37c,2024-01-02 08:04:07+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0xedee90dc12e6075b11baa69792b25cfedeed6edd,0x28c6c06298d514db089934071355e5743bf21d60,300000000000,3e-07,,107329019,native_transfer,deposit,,,,,,
0xb93832b262cf6240008a3d2b7bc0fb94d0593bb438ae6074f60271dccc5da01d,2024-01-05 02:01:24+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xe0247bfca9fb2e99b7d42ef8d77ca18e3133aae9,0x28c6c06298d514db089934071355e5743bf21d60,1000000000000000,0.001,,196540000,native_transfer,deposit,,,,,,
0xd6259f398e82eb798786a29ba4a8b322d73e994414ea2c63e1c718bcd5ed604b,2024-01-10 18:42:47+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x392443e63f14c99d48a1d587f3460d6212d43e5d,,,1,,0.0
0x3954a8f97bf695656235666d37953337d32c44a039edee974ea5d10c72469853,2024-01-10 23:27:24+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x4ff1a4889e5a110ae38569c9070b0c43b8992e91,0x28c6c06298d514db089934071355e5743bf21d60,48679368058176000,0.048679368058176,,208432000,native_transfer,deposit,,,,,,
0xc28cb0e1cd744d5a26ae69d3d68f762834c615d8436b535856fdfe4258fd8049,2024-02-19 02:33:07+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,polygon,0x1e9482404d26040232e8380d488c35ddb277b105,0x28c6c06298d514db089934071355e5743bf21d60,0,0.0,,65500951350,native_transfer,deposit,,,,,,
0xc5e231e070c36860c79ed55a8c0bf7facc0036a9fff8bafe26233e634b8f41cd,2024-03-13 09:23:00+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x28c6c06298d514db089934071355e5743bf21d60,0x928e55dab735aa8260af3cedada18b5f70c72f1b,0,0.0,,6000000000,native_transfer,withdrawal,,,,,,
0x020c99cd4a96ec1bcd6549ef8926f7f9a29342ca7b141f60c9de753587d06846,2024-03-15 08:07:02+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x4630b2ef71eb5ec4b78c4ded96c100f3167637a9,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x7e6a0a3d5cb736868fe5d0943c7593f185081ed2,DEAGLE,DesertEagle,1000000000000000000000,18,1000.0
0xfb5b98838f0e3fc3d6ee24022327ffc166caddcde1b697178f2ebd4ba559a8f4,2024-03-31 23:13:29+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x00cbcf7b3d37844e44b888bc747bdd75fcf4e555,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x2fc6f75b0d9f0e6d4c4c2a3469009841aaa739cd,Claim on: xPets.tech/?claim,xPets.tech Token,25000,0,25000.0
0xfe21f33bed1b86113ccf570f6005d9c6203fc2e1d0330922f72f4fced13521a8,2024-04-11 08:36:34+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x02013824d1afe0d4d3fabeb60319a202c92450f4,Earn $stETH rewards at https://msteth.com,$ msteth.com,1425,2,14.25
0x306ee222297e86c62e6d1e9beed409150a0272edc97a27c7d5715ab9815391b2,2024-04-11 23:03:52+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x14fab9fb8e62280dce32791d90e58014e59b2368,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xbbc3b20b083e1434a1e96d82a21385b2b36b408a,MoyeMoye,MoyeMoye,10000000000000000000000000000,18,10000000000.0
0x2247587dd39ac0dc7398cfc7ac4d65fa160fa194f3fb3baccbdcd012432b95a1,2024-04-17 02:52:52+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xe4c8eaa5e21c5cec0405748cfc026a7b43220b4b,Visit https://univ4.org to earn airdrops.,$ univ4.org,250000,2,2500.0
0x2e3b9a89faf286c477911116190bcd54307eed5ed9d7896cd495084877262e51,2024-05-09 00:46:15+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x4c5439333bb9bfe7ac86b6c69a4a69f3451ffe98,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x6c96cc56f4ac5e351075a8d31f4ddd48ae27ded5,Claim on: claim.grimace-coin.com,GRIMACE COIN,1745,0,1745.0
0xfd248bae8820e77eca11f9ca209c2fcabec51e49a17561e04a757c9d784cd0a3,2024-05-12 03:46:32+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xc42fe31b540d11d37372458199500e57efb3a695,Visit https://eth-tokens.us to claim Airdrop,​  ETH-Tokens.us,5,0,5.0
0x7d545a085119437ded0458a65c42c9794f92e47b5be4ed30600b2761b70ddabe,2024-05-16 08:17:44+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x8dbb4e0317837a710ddc576f3f874e5601b7fa01,0x28c6c06298d514db089934071355e5743bf21d60,100000000000000,0.0001,,3030000000,native_transfer,deposit,,,,,,
0xafbd9fd291169729ce6a05324a24447e3d338b9b38d827f7658f45ab8598de44,2024-05-18 14:18:24+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0xf0cd8d7983282996921312e5bbf97971753713e8,Claim rewards at https://mode.gift,$ mode.gift,42800000,2,428000.0
0xf7a5d32d932ba82cbc69dd3f0a55aef3929b88c6d7525b5cae960ee2b8113bb9,2024-05-21 13:55:17+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x9088039bdc9f77841a3b5ebadac742845ac33df6,Claim rewards at https://mode.gift,$ mode.gift,42800000,2,428000.0
0xbf23ad24928ace559b7abe2a8a18b11cdb7a5c3d1c2e984d20a270108ca061a5,2024-05-25 00:09:43+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0xb38e8c17e38363af6ebdcb3dae12e0243582891d,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x745757bedce685f4c2ebceb7ed2dbd1bdeb59af2,Claim $RENZO at https://renzclaimsprotocol.xyz,renzclaimsprotocol.xyz,25000000000000000000000,18,24999.999999999996
0x7dcc8b9167d3f0b726ea0d9734a2661e040f04619c478b4ae7c96a007c70f4db,2024-05-27 14:40:51+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x8bc3051e5ae5ec07b1246b1bd25f1ecb2443ca1b,Claim rewards at https://mode.gift,$ mode.gift,42800000,2,428000.0
0x897940be3a6c1c747c4ec0d3e45a982a5f86b39c4432917469c38b6052eb70b0,2024-06-02 14:27:42+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x7c737a01ee9e105a61a3e8e3aeea675fe4235bcd,$ stketh.net,$ stketh.net,85000000,2,850000.0
0x69008c5278b3c0b176e3e0a30844caf51e3fb4d5cf7d24e1d3e8202e1a1a1f0a,2024-06-03 02:02:44+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,arbitrum,0x0000000000000000000000000000000000000000,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x498f2cd010aa2611e376b8eeb113466803ef6417,$ graphpool.xyz,$ graphpool.xyz,24000000,2,240000.0
0xc3649be359b6b0d9f32713a8a30b163eb79d135f90cf254ca6e2dc4042a0bdd9,2024-06-21 09:34:47+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x28c6c06298d514db089934071355e5743bf21d60,0xd9483ea7214fcfd89b4fb8f513b544920e315a52,0,0.0,,2000000000,native_transfer,withdrawal,,,,,,
0x93561e6b895331847775c1634671eb717a217c7bae09186ed99e3fbe94e5d6cd,2024-06-21 09:37:14+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x28c6c06298d514db089934071355e5743bf21d60,0x40af3827f39d0eacbf4a168f8d4ee67c121d11c9,0,0.0,,2000000000,native_transfer,withdrawal,,,,,,
0xe8c8b3f4a85c3d4ab6c9355d5a45b79012fb541f6375c2129d8653c007975d57,2024-06-21 09:37:38+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x28c6c06298d514db089934071355e5743bf21d60,0xe6ce27025f13f5213bbc560dc275e292965a392f,0,0.0,,2000000000,native_transfer,withdrawal,,,,,,
0x7790c2ac8188c4a876638fbae38a659f06bdd32b0c85b8184aec33d33fd73c17,2024-07-16 11:59:13+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0x4200000000000000000000000000000000000042,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x0be3bfaf8a0909db70672f2eae82b59b37c0ac02,Visit https://optimisam.org to Claim,!OP,2000000000000000000000,18,2000.0
0xcffbc739a5d956e458e0d01e30b2c76765d1d9c09f1bb60854667ceed609191c,2024-07-21 02:06:17+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,bsc,0x6ef9e5bda9c6194e3a1504b92aa1bcd29215e126,0x28c6c06298d514db089934071355e5743bf21d60,10000000000000,1e-05,,1000000000,native_transfer,deposit,,,,,,
0xad4c328f5d810cb8c33e2b64570492f0af588795d501787e154832570248120a,2024-07-22 12:14:37+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,polygon,0x909a2134eb63dafe45384e80135c536f9789d76b,0x28c6c06298d514db089934071355e5743bf21d60,500000000000000000,0.5,,30000000049,native_transfer,deposit,,,,,,
0x4e649f728ef0331bf018bfdb1ab9792c68ab7bc4db57200bd695616090309b69,2024-07-24 07:55:05+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,base,0x021d74e1f0f8e95c96fa714efd585ad84494450c,0x28c6c06298d514db089934071355e5743bf21d60,0,0.0,,19383070,native_transfer,deposit,,,,,,
0x0e5eeb647f2d5e2efbea2de48f33ec6ec18c11a3812da70b6ad32a96de2e9c60,2024-07-25 15:03:51+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0x4200000000000000000000000000000000000042,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x3ec4567ca9fa04b7e19de4df94952558517fa3c9,Visit T.ly/optimism to Claim,!OP Token,2000000000000000000000,18,2000.0
0x0e5eeb647f2d5e2efbea2de48f33ec6ec18c11a3812da70b6ad32a96de2e9c60,2024-07-25 15:03:51+00:00,0x28C6c06298d514Db089934071355E5743bf21d60,optimism,0x4200000000000000000000000000000000000042,0x28c6c06298d514db089934071355e5743bf21d60,,,,,erc20_transfer,deposit,0x3ec4567ca9fa04b7e19de4df94952558517fa3c9,Visit T.ly/optimism to Claim,!OP Token,2000000000000000000000,18,2000.0
